Sport,Event,Country,Medals,country_3_letter_code,Year,Sede
Baloncesto,masculino,Estados Unidos de America,Gold,USA,2020,tokyo
Baloncesto,masculino,Francia,Silver,FRA,2020,tokyo
Baloncesto,masculino,Australia,Bronze,AUS,2020,tokyo
Baloncesto,masculino,Eslovenia,0,SLO,2020,tokyo
Baloncesto,masculino,Italia,0,ITA,2020,tokyo
Baloncesto,masculino,Espana,0,ESP,2020,tokyo
Baloncesto,masculino,Argentina,0,ARG,2020,tokyo
Baloncesto,masculino,Alemania,0,GER,2020,tokyo
Baloncesto,masculino,Republica Checa,0,TCH,2020,tokyo
Baloncesto,masculino,Nigeria,0,NGR,2020,tokyo
Baloncesto,masculino,Japon,0,JPN,2020,tokyo
Baloncesto,masculino,Republica Islamica de Iran,0,IRI,2020,tokyo
Baloncesto,femenino,Estados Unidos de America,Gold,USA,2020,tokyo
Baloncesto,femenino,Japon,Silver,JPN,2020,tokyo
Baloncesto,femenino,Francia,Bronze,FRA,2020,tokyo
Baloncesto,femenino,Serbia,0,SRB,2020,tokyo
Baloncesto,femenino,Republica Popular China,0,CHN,2020,tokyo
Baloncesto,femenino,Espana,0,ESP,2020,tokyo
Baloncesto,femenino,Belgica,0,BEL,2020,tokyo
Baloncesto,femenino,Australia,0,AUS,2020,tokyo
Baloncesto,femenino,Canada,0,CAN,2020,tokyo
Baloncesto,femenino,Republica de Corea,0,KOR,2020,tokyo
Baloncesto,femenino,Nigeria,0,NGR,2020,tokyo
Baloncesto,femenino,Puerto Rico,0,PRC,2020,tokyo
Baloncesto 3x3,femenino,Estados Unidos de America,Gold,USA,2020,tokyo
Baloncesto 3x3,femenino,ROC,Silver,ROC,2020,tokyo
Baloncesto 3x3,femenino,Republica Popular China,Bronze,CHN,2020,tokyo
Baloncesto 3x3,femenino,Francia,0,FRA,2020,tokyo
Baloncesto 3x3,femenino,Japon,0,JPN,2020,tokyo
Baloncesto 3x3,femenino,Italia,0,ITA,2020,tokyo
Baloncesto 3x3,femenino,Rumania,0,ROU,2020,tokyo
Baloncesto 3x3,femenino,Mongolia,0,MGL,2020,tokyo
Baloncesto 3x3,masculino,Latvia,Gold,LAT,2020,tokyo
Baloncesto 3x3,masculino,ROC,Silver,ROC,2020,tokyo
Baloncesto 3x3,masculino,Serbia,Bronze,SRB,2020,tokyo
Baloncesto 3x3,masculino,Belgica,0,BEL,2020,tokyo
Baloncesto 3x3,masculino,Paises Bajos,0,NED,2020,tokyo
Baloncesto 3x3,masculino,Japon,0,JPN,2020,tokyo
Baloncesto 3x3,masculino,Polonia,0,POL,2020,tokyo
Baloncesto 3x3,masculino,Republica Popular China,0,CHN,2020,tokyo
Balonmano,masculino,Francia,Gold,FRA,2020,tokyo
Balonmano,masculino,Dinamarca,Silver,DEN,2020,tokyo
Balonmano,masculino,Espana,Bronze,ESP,2020,tokyo
Balonmano,masculino,Egipto,0,EGY,2020,tokyo
Balonmano,masculino,Suecia,0,SWE,2020,tokyo
Balonmano,masculino,Alemania,0,GER,2020,tokyo
Balonmano,masculino,Noruega,0,NOR,2020,tokyo
Balonmano,masculino,Barein,0,BAR,2020,tokyo
Balonmano,masculino,Portugal,0,POR,2020,tokyo
Balonmano,masculino,Brasil,0,BRA,2020,tokyo
Balonmano,masculino,Japon,0,JPN,2020,tokyo
Balonmano,masculino,Argentina,0,ARG,2020,tokyo
Balonmano,femenino,Francia,Gold,FRA,2020,tokyo
Balonmano,femenino,ROC,Silver,ROC,2020,tokyo
Balonmano,femenino,Noruega,Bronze,NOR,2020,tokyo
Balonmano,femenino,Suecia,0,SWE,2020,tokyo
Balonmano,femenino,Paises Bajos,0,NED,2020,tokyo
Balonmano,femenino,Montenegro,0,MNT,2020,tokyo
Balonmano,femenino,Hungria,0,HUN,2020,tokyo
Balonmano,femenino,Republica de Corea,0,KOR,2020,tokyo
Balonmano,femenino,Espana,0,ESP,2020,tokyo
Balonmano,femenino,Angola,0,ANG,2020,tokyo
Balonmano,femenino,Brasil,0,BRA,2020,tokyo
Balonmano,femenino,Japon,0,JPN,2020,tokyo
Beisbol,masculino,Japon,Gold,JPN,2020,tokyo
Beisbol,masculino,Estados Unidos de America,Silver,USA,2020,tokyo
Beisbol,masculino,Republica Dominicana,Bronze,RDO,2020,tokyo
Beisbol,masculino,Republica de Corea,0,KOR,2020,tokyo
Beisbol,masculino,Israel,0,ISR,2020,tokyo
Beisbol,masculino,Mexico,0,MEX,2020,tokyo
Softbol,femenino,Japon,Gold,JPN,2020,tokyo
Softbol,femenino,Estados Unidos de America,Silver,USA,2020,tokyo
Softbol,femenino,Canada,Bronze,CAN,2020,tokyo
Softbol,femenino,Mexico,0,MEX,2020,tokyo
Softbol,femenino,Australia,0,AUD,2020,tokyo
Softbol,femenino,Italia,0,ITA,2020,tokyo
Futbol,masculino,Brasil,Gold,BRA,2020,tokyo
Futbol,masculino,Espana,Silver,ESP,2020,tokyo
Futbol,masculino,Mexico,Bronze,MEX,2020,tokyo
Futbol,masculino,Japon,0,JPN,2020,tokyo
Futbol,masculino,Republica de Corea,0,KOR,2020,tokyo
Futbol,masculino,Nueva Zelanda,0,NZL,2020,tokyo
Futbol,masculino,Costa de Marfil,0,CIV,2020,tokyo
Futbol,masculino,Egipto,0,EGY,2020,tokyo
Futbol,masculino,Alemania,0,GER,2020,tokyo
Futbol,masculino,Argentina,0,ARG,2020,tokyo
Futbol,masculino,Rumania,0,ROU,2020,tokyo
Futbol,masculino,Australia,0,AUS,2020,tokyo
Futbol,masculino,Francia,0,FRA,2020,tokyo
Futbol,masculino,Honduras,0,HON,2020,tokyo
Futbol,masculino,Arabia Saudi,0,KSA,2020,tokyo
Futbol,masculino,Sudafrica,0,SDF,2020,tokyo
Futbol,femenino,Canada,Gold,CAN,2020,tokyo
Futbol,femenino,Suecia,Silver,SWE,2020,tokyo
Futbol,femenino,Estados Unidos de America,Bronze,USA,2020,tokyo
Futbol,femenino,Australia,0,AUS,2020,tokyo
Futbol,femenino,Paises Bajos,0,NED,2020,tokyo
Futbol,femenino,Brasil,0,BRA,2020,tokyo
Futbol,femenino,Reino Unido,0,REU,2020,tokyo
Futbol,femenino,Japon,0,JPN,2020,tokyo
Futbol,femenino,Zambia,0,ZAM,2020,tokyo
Futbol,femenino,Republica Popular China,0,CHN,2020,tokyo
Futbol,femenino,Chile,0,CHI,2020,tokyo
Futbol,femenino,Nueva Zelanda,0,NZL,2020,tokyo
Esgrima,espada por equipos femeninos,Estonia,Gold,EST,2020,tokyo
Esgrima,espada por equipos femeninos,Republica de Corea,Silver,KOR,2020,tokyo
Esgrima,espada por equipos femeninos,Italia,Bronze,ITA,2020,tokyo
Esgrima,espada por equipos femeninos,Republica Popular China,0,CHN,2020,tokyo
Esgrima,espada por equipos femeninos,Estados Unidos de America,0,USA,2020,tokyo
Esgrima,espada por equipos femeninos,Polonia,0,POL,2020,tokyo
Esgrima,espada por equipos femeninos,Hong Kong,0,HKG,2020,tokyo
Esgrima,espada por equipos femeninos,ROC,0,ROC,2020,tokyo
Esgrima,espada por equipos masculinos,Japon,Gold,JPN,2020,tokyo
Esgrima,espada por equipos masculinos,ROC,Silver,ROC,2020,tokyo
Esgrima,espada por equipos masculinos,Republica de Corea,Bronze,KOR,2020,tokyo
Esgrima,espada por equipos masculinos,Republica Popular China,0,CHN,2020,tokyo
Esgrima,espada por equipos masculinos,Francia,0,FRA,2020,tokyo
Esgrima,espada por equipos masculinos,Ucrania,0,UKR,2020,tokyo
Esgrima,espada por equipos masculinos,Italia,0,ITA,2020,tokyo
Esgrima,espada por equipos masculinos,Suiza,0,SUI,2020,tokyo
Esgrima,espada por equipos masculinos,Estados Unidos de America,0,USA,2020,tokyo
Esgrima,florete equipos femeninos,ROC,Gold,ROC,2020,tokyo
Esgrima,florete equipos femeninos,Francia,Silver,FRA,2020,tokyo
Esgrima,florete equipos femeninos,Italia,Bronze,ITA,2020,tokyo
Esgrima,florete equipos femeninos,Estados Unidos de America,0,USA,2020,tokyo
Esgrima,florete equipos femeninos,Canada,0,CAN,2020,tokyo
Esgrima,florete equipos femeninos,Egipto,0,EGY,2020,tokyo
Esgrima,florete equipos masculinos,Francia,Gold,FRA,2020,tokyo
Esgrima,florete equipos masculinos,ROC,Silver,ROC,2020,tokyo
Esgrima,florete equipos masculinos,Estados Unidos de America,Bronze,USA,2020,tokyo
Esgrima,florete equipos masculinos,Japon,0,JPN,2020,tokyo
Esgrima,florete equipos masculinos,Italia,0,ITA,2020,tokyo
Esgrima,florete equipos masculinos,Alemania,0,GER,2020,tokyo
Esgrima,florete equipos masculinos,Hong Kong,0,HKG,2020,tokyo
Esgrima,florete equipos masculinos,Canada,0,CAN,2020,tokyo
Esgrima,florete equipos masculinos,Egipto,0,EGY,2020,tokyo
Esgrima,sable equipo femeninos,ROC,Gold,ROC,2020,tokyo
Esgrima,sable equipo femeninos,Francia,Silver,FRA,2020,tokyo
Esgrima,sable equipo femeninos,Republica de Corea,Bronze,KOR,2020,tokyo
Esgrima,sable equipo femeninos,Italia,0,ITA,2020,tokyo
Esgrima,sable equipo femeninos,Japon,0,JPN,2020,tokyo
Esgrima,sable equipo femeninos,Estados Unidos de America,0,USA,2020,tokyo
Esgrima,sable equipo femeninos,Republica Popular China,0,CHN,2020,tokyo
Esgrima,sable equipo femeninos,Hungria,0,HUN,2020,tokyo
Esgrima,sable equipo femeninos,Tunez,0,TUN,2020,tokyo
Esgrima,sable equipo masculinos,Republica de Corea,Gold,KOR,2020,tokyo
Esgrima,sable equipo masculinos,Italia,Silver,ITA,2020,tokyo
Esgrima,sable equipo masculinos,Hungria,Bronze,HUN,2020,tokyo
Esgrima,sable equipo masculinos,Alemania,0,GER,2020,tokyo
Esgrima,sable equipo masculinos,Egipto,0,EGY,2020,tokyo
Esgrima,sable equipo masculinos,Republica Islamica de Iran,0,IRI,2020,tokyo
Esgrima,sable equipo masculinos,ROC,0,ROC,2020,tokyo
Esgrima,sable equipo masculinos,Estados Unidos de America,0,USA,2020,tokyo
Esgrima,sable equipo masculinos,Japon,0,JPN,2020,tokyo
Voleibol de playa,femenino,Estados Unidos de America,Gold,USA,2020,tokyo
Voleibol de playa,femenino,Australia,Silver,AUS,2020,tokyo
Voleibol de playa,femenino,Suiza,Bronze,SUI,2020,tokyo
Voleibol de playa,femenino,Latvia,0,LAT,2020,tokyo
Voleibol de playa,femenino,Brasil,0,BRA,2020,tokyo
Voleibol de playa,femenino,Canada,0,CAN,2020,tokyo
Voleibol de playa,femenino,Canada,0,CAN,2020,tokyo
Voleibol de playa,femenino,Alemania,0,GER,2020,tokyo
Voleibol de playa,femenino,Brasil,0,BRA,2020,tokyo
Voleibol de playa,femenino,Republica Popular China,0,CHN,2020,tokyo
Voleibol de playa,femenino,Republica Popular China,0,CHN,2020,tokyo
Voleibol de playa,femenino,Cuba,0,CUB,2020,tokyo
Voleibol de playa,femenino,Espana,0,ESP,2020,tokyo
Voleibol de playa,femenino,ROC,0,ROC,2020,tokyo
Voleibol de playa,femenino,Suiza,0,SUI,2020,tokyo
Voleibol de playa,femenino,Estados Unidos de America,0,USA,2020,tokyo
Voleibol de playa,femenino,Japon,0,JPN,2020,tokyo
Voleibol de playa,femenino,Paises Bajos,0,NED,2020,tokyo
Voleibol de playa,femenino,Argentina,0,ARG,2020,tokyo
Voleibol de playa,femenino,Republica Checa,0,CZE,2020,tokyo
Voleibol de playa,femenino,Alemania,0,GER,2020,tokyo
Voleibol de playa,femenino,Italia,0,ITA,2020,tokyo
Voleibol de playa,femenino,Kenia,0,KEN,2020,tokyo
Voleibol de playa,femenino,Paises Bajos,0,NED,2020,tokyo
Voleibol de playa,masculino,Noruega,Gold,NOR,2020,tokyo
Voleibol de playa,masculino,ROC,Silver,ROC,2020,tokyo
Voleibol de playa,masculino,Catar,Bronze,QAT,2020,tokyo
Voleibol de playa,masculino,Latvia,0,LAT,2020,tokyo
Voleibol de playa,masculino,Brasil,0,BRA,2020,tokyo
Voleibol de playa,masculino,Alemania,0,GER,2020,tokyo
Voleibol de playa,masculino,Italia,0,ITA,2020,tokyo
Voleibol de playa,masculino,ROC,0,ROC,2020,tokyo
Voleibol de playa,masculino,Brasil,0,BRA,2020,tokyo
Voleibol de playa,masculino,Chile,0,CHI,2020,tokyo
Voleibol de playa,masculino,Espana,0,ESP,2020,tokyo
Voleibol de playa,masculino,Mexico,0,MEX,2020,tokyo
Voleibol de playa,masculino,Paises Bajos,0,NED,2020,tokyo
Voleibol de playa,masculino,Polonia,0,POL,2020,tokyo
Voleibol de playa,masculino,Estados Unidos de America,0,USA,2020,tokyo
Voleibol de playa,masculino,Estados Unidos de America,0,USA,2020,tokyo
Voleibol de playa,masculino,Polonia,0,POL,2020,tokyo
Voleibol de playa,masculino,Suiza,0,SUI,2020,tokyo
Voleibol de playa,masculino,Argentina,0,ARG,2020,tokyo
Voleibol de playa,masculino,Australia,0,AUS,2020,tokyo
Voleibol de playa,masculino,Republica Checa,0,CZE,2020,tokyo
Voleibol de playa,masculino,Italia,0,ITA,2020,tokyo
Voleibol de playa,masculino,Japon,0,JPN,2020,tokyo
Voleibol de playa,masculino,Marruecos,0,MAR,2020,tokyo
Waterpolo,masculino,Serbia,Gold,SRB,2020,tokyo
Waterpolo,masculino,Grecia,Silver,GRE,2020,tokyo
Waterpolo,masculino,Hungria,Bronze,HUN,2020,tokyo
Waterpolo,masculino,Espana,0,ESP,2020,tokyo
Waterpolo,masculino,Croacia,0,CRO,2020,tokyo
Waterpolo,masculino,Estados Unidos de America,0,USA,2020,tokyo
Waterpolo,masculino,Italia,0,ITA,2020,tokyo
Waterpolo,masculino,Montenegro,0,MNT,2020,tokyo
Waterpolo,masculino,Australia,0,AUS,2020,tokyo
Waterpolo,masculino,Japon,0,JPN,2020,tokyo
Waterpolo,masculino,Kazajistan,0,KAZ,2020,tokyo
Waterpolo,masculino,Sudafrica,0,SDF,2020,tokyo
Waterpolo,femenino,Estados Unidos de America,Gold,USA,2020,tokyo
Waterpolo,femenino,Espana,Silver,ESP,2020,tokyo
Waterpolo,femenino,Hungria,Bronze,HUN,2020,tokyo
Waterpolo,femenino,ROC,0,ROC,2020,tokyo
Waterpolo,femenino,Australia,0,AUS,2020,tokyo
Waterpolo,femenino,Paises Bajos,0,NED,2020,tokyo
Waterpolo,femenino,Canada,0,CAN,2020,tokyo
Waterpolo,femenino,Republica Popular China,0,CHN,2020,tokyo
Waterpolo,femenino,Japon,0,JPN,2020,tokyo
Waterpolo,femenino,Sudafrica,0,SDF,2020,tokyo
Voleibol,femenino,Estados Unidos de America,Gold,USA,2020,tokyo
Voleibol,femenino,Brasil,Silver,BRA,2020,tokyo
Voleibol,femenino,Serbia,Bronze,SRB,2020,tokyo
Voleibol,femenino,Republica de Corea,0,KOR,2020,tokyo
Voleibol,femenino,Turquia,0,TUR,2020,tokyo
Voleibol,femenino,Italia,0,ITA,2020,tokyo
Voleibol,femenino,ROC,0,ROC,2020,tokyo
Voleibol,femenino,Republica Dominicana,0,RDO,2020,tokyo
Voleibol,femenino,Republica Popular China,0,CHN,2020,tokyo
Voleibol,femenino,Japon,0,JPN,2020,tokyo
Voleibol,femenino,Argentina,0,ARG,2020,tokyo
Voleibol,femenino,Kenia,0,KEN,2020,tokyo
Voleibol,masculino,Francia,Gold,FRA,2020,tokyo
Voleibol,masculino,ROC,Silver,ROC,2020,tokyo
Voleibol,masculino,Argentina,Bronze,ARG,2020,tokyo
Voleibol,masculino,Brasil,0,BRA,2020,tokyo
Voleibol,masculino,Polonia,0,POL,2020,tokyo
Voleibol,masculino,Italia,0,ITA,2020,tokyo
Voleibol,masculino,Japon,0,JPN,2020,tokyo
Voleibol,masculino,Canada,0,CAN,2020,tokyo
Voleibol,masculino,Republica Islamica de Iran,0,IRI,2020,tokyo
Voleibol,masculino,Estados Unidos de America,0,USA,2020,tokyo
Voleibol,masculino,Tunez,0,TUN,2020,tokyo
Voleibol,masculino,Venezuela,0,VEN,2020,tokyo
Triatlon,relevos mixtos,Reino Unido,Gold,REU,2020,tokyo
Triatlon,relevos mixtos,Estados Unidos de America,Silver,USA,2020,tokyo
Triatlon,relevos mixtos,Francia,Bronze,FRA,2020,tokyo
Triatlon,relevos mixtos,Paises Bajos,0,NED,2020,tokyo
Triatlon,relevos mixtos,Belgica,0,BEL,2020,tokyo
Triatlon,relevos mixtos,Alemania,0,GER,2020,tokyo
Triatlon,relevos mixtos,Suiza,0,SUI,2020,tokyo
Triatlon,relevos mixtos,Italia,0,ITA,2020,tokyo
Triatlon,relevos mixtos,Australia,0,AUS,2020,tokyo
Triatlon,relevos mixtos,Espana,0,ESP,2020,tokyo
Triatlon,relevos mixtos,Hungria,0,HUN,2020,tokyo
Triatlon,relevos mixtos,Nueva Zelanda,0,NZL,2020,tokyo
Triatlon,relevos mixtos,Japon,0,JPN,2020,tokyo
Triatlon,relevos mixtos,Canada,0,CAN,2020,tokyo
Triatlon,relevos mixtos,Mexico,0,MEX,2020,tokyo
Tiro con arco,equipo femenino,Republica de Corea,Gold,TCH,2020,tokyo
Tiro con arco,equipo femenino,ROC,Silver,ROC,2020,tokyo
Tiro con arco,equipo femenino,Alemania,Bronze,GER,2020,tokyo
Tiro con arco,equipo femenino,Bielorrusia,0,BLR,2020,tokyo
Tiro con arco,equipo femenino,Japon,0,JPN,2020,tokyo
Tiro con arco,equipo femenino,Mexico,0,MEX,2020,tokyo
Tiro con arco,equipo femenino,Italia,0,ITA,2020,tokyo
Tiro con arco,equipo femenino,Estados Unidos de America,0,USA,2020,tokyo
Tiro con arco,equipo femenino,Republica Popular China,0,CHN,2020,tokyo
Tiro con arco,equipo femenino,Reino Unido,0,REU,2020,tokyo
Tiro con arco,equipo femenino,Chinese Taipei,0,TPE,2020,tokyo
Tiro con arco,equipo femenino,Ucrania,0,UKR,2020,tokyo
Tiro con arco,equipo masculino,Republica de Corea,Gold,KOR,2020,tokyo
Tiro con arco,equipo masculino,Chinese Taipei,Silver,TPE,2020,tokyo
Tiro con arco,equipo masculino,Japon,Bronze,JPN,2020,tokyo
Tiro con arco,equipo masculino,Paises Bajos,0,NED,2020,tokyo
Tiro con arco,equipo masculino,Reino Unido,0,REU,2020,tokyo
Tiro con arco,equipo masculino,Republica Popular China,0,CHN,2020,tokyo
Tiro con arco,equipo masculino,Estados Unidos de America,0,USA,2020,tokyo
Tiro con arco,equipo masculino,India,0,IND,2020,tokyo
Tiro con arco,equipo masculino,Australia,0,AUS,2020,tokyo
Tiro con arco,equipo masculino,Francia,0,FRA,2020,tokyo
Tiro con arco,equipo masculino,Indonesia,0,INA,2020,tokyo
Tiro con arco,equipo masculino,Kazajistan,0,KAZ,2020,tokyo
Tiro con arco,equipo mixto,Republica de Corea,Gold,KOR,2020,tokyo
Tiro con arco,equipo mixto,Paises Bajos,Silver,NED,2020,tokyo
Tiro con arco,equipo mixto,Mexico,Bronze,MEX,2020,tokyo
Tiro con arco,equipo mixto,Turquia,0,TUR,2020,tokyo
Tiro con arco,equipo mixto,Francia,0,FRA,2020,tokyo
Tiro con arco,equipo mixto,India,0,IND,2020,tokyo
Tiro con arco,equipo mixto,Indonesia,0,INA,2020,tokyo
Tiro con arco,equipo mixto,Gran Bretana,0,GBR,2020,tokyo
Tiro con arco,equipo mixto,Republica Popular China,0,CHN,2020,tokyo
Tiro con arco,equipo mixto,Alemania,0,GER,2020,tokyo
Tiro con arco,equipo mixto,Italia,0,ITA,2020,tokyo
Tiro con arco,equipo mixto,Japon,0,JPN,2020,tokyo
Tiro con arco,equipo mixto,ROC,0,ROC,2020,tokyo
Tiro con arco,equipo mixto,Chinese Taipei,0,TPE,2020,tokyo
Tiro con arco,equipo mixto,Estados Unidos de America,0,USA,2020,tokyo
Tiro con arco,equipo mixto,Canada,0,CAN,2020,tokyo
Tiro con arco,equipo mixto,Ucrania,0,UKR,2020,tokyo
Tiro con arco,equipo mixto,Malasia,0,MAS,2020,tokyo
Tiro con arco,equipo mixto,Brasil,0,BRA,2020,tokyo
Tiro con arco,equipo mixto,Espana,0,ESP,2020,tokyo
Tiro con arco,equipo mixto,Republica de Moldavia,0,MDA,2020,tokyo
Tiro con arco,equipo mixto,Vietnam,0,VIE,2020,tokyo
Tiro con arco,equipo mixto,Polonia,0,POL,2020,tokyo
Tiro con arco,equipo mixto,Australia,0,AUS,2020,tokyo
Tiro con arco,equipo mixto,Colombia,0,COL,2020,tokyo
Tiro con arco,equipo mixto,Mongolia,0,MGL,2020,tokyo
Tiro con arco,equipo mixto,Tunez,0,TUN,2020,tokyo
Tiro con arco,equipo mixto,Egipto,0,EGY,2020,tokyo
Tenis de mesa,dobles mixtos,Japon,Gold,JPN,2020,tokyo
Tenis de mesa,dobles mixtos,Republica Popular China,Silver,CHN,2020,tokyo
Tenis de mesa,dobles mixtos,Chinese Taipei,Bronze,TPE,2020,tokyo
Tenis de mesa,dobles mixtos,Francia,0,FRA,2020,tokyo
Tenis de mesa,dobles mixtos,Alemania,0,GER,2020,tokyo
Tenis de mesa,dobles mixtos,Hong Kong,0,HKG,2020,tokyo
Tenis de mesa,dobles mixtos,Republica de Corea,0,KOR,2020,tokyo
Tenis de mesa,dobles mixtos,Rumania,0,ROU,2020,tokyo
Tenis de mesa,dobles mixtos,Australia,0,AUS,2020,tokyo
Tenis de mesa,dobles mixtos,Austria,0,AUT,2020,tokyo
Tenis de mesa,dobles mixtos,Canada,0,CAN,2020,tokyo
Tenis de mesa,dobles mixtos,Cuba,0,CUB,2020,tokyo
Tenis de mesa,dobles mixtos,Egipto,0,EGY,2020,tokyo
Tenis de mesa,dobles mixtos,Hungria,0,HUN,2020,tokyo
Tenis de mesa,dobles mixtos,India,0,IND,2020,tokyo
Tenis de mesa,dobles mixtos,Eslovaquia,0,SVK,2020,tokyo
Tenis de mesa,equipos femeninos,Republica Popular China,Gold,CHN,2020,tokyo
Tenis de mesa,equipos femeninos,Japon,Silver,JPN,2020,tokyo
Tenis de mesa,equipos femeninos,Hong Kong,Bronze,HGK,2020,tokyo
Tenis de mesa,equipos femeninos,Alemania,0,GER,2020,tokyo
Tenis de mesa,equipos femeninos,Republica de Corea,0,KOR,2020,tokyo
Tenis de mesa,equipos femeninos,Rumania,0,ROU,2020,tokyo
Tenis de mesa,equipos femeninos,Singapur,0,SGP,2020,tokyo
Tenis de mesa,equipos femeninos,Chinese Taipei,0,TPE,2020,tokyo
Tenis de mesa,equipos femeninos,Australia,0,AUS,2020,tokyo
Tenis de mesa,equipos femeninos,Austria,0,AUT,2020,tokyo
Tenis de mesa,equipos femeninos,Brasil,0,BRA,2020,tokyo
Tenis de mesa,equipos femeninos,Egipto,0,EGY,2020,tokyo
Tenis de mesa,equipos femeninos,Francia,0,FRA,2020,tokyo
Tenis de mesa,equipos femeninos,Hungria,0,HUN,2020,tokyo
Tenis de mesa,equipos femeninos,Polonia,0,POL,2020,tokyo
Tenis de mesa,equipos femeninos,Estados Unidos de America,0,USA,2020,tokyo
Tenis de mesa,equipos masculinos,Republica Popular China,Gold,CHN,2020,tokyo
Tenis de mesa,equipos masculinos,Alemania,Silver,GER,2020,tokyo
Tenis de mesa,equipos masculinos,Japon,Bronze,JPN,2020,tokyo
Tenis de mesa,equipos masculinos,Republica de Corea,0,KOR,2020,tokyo
Tenis de mesa,equipos masculinos,Brasil,0,BRA,2020,tokyo
Tenis de mesa,equipos masculinos,Francia,0,FRA,2020,tokyo
Tenis de mesa,equipos masculinos,Suecia,0,SWE,2020,tokyo
Tenis de mesa,equipos masculinos,Chinese Taipei,0,TPE,2020,tokyo
Tenis de mesa,equipos masculinos,Australia,0,AUS,2020,tokyo
Tenis de mesa,equipos masculinos,Croacia,0,CRO,2020,tokyo
Tenis de mesa,equipos masculinos,Egipto,0,EGY,2020,tokyo
Tenis de mesa,equipos masculinos,Hong Kong,0,HGK,2020,tokyo
Tenis de mesa,equipos masculinos,Portugal,0,POR,2020,tokyo
Tenis de mesa,equipos masculinos,Eslovenia,0,SLO,2020,tokyo
Tenis de mesa,equipos masculinos,Serbia,0,SRB,2020,tokyo
Tenis de mesa,equipos masculinos,Estados Unidos de America,0,USA,2020,tokyo
Tenis,dobles femeninos,Republica Checa,Gold,CZE,2020,tokyo
Tenis,dobles femeninos,Suiza,Silver,SUI,2020,tokyo
Tenis,dobles femeninos,Brasil,Bronze,BRA,2020,tokyo
Tenis,dobles femeninos,ROC,0,ROC,2020,tokyo
Tenis,dobles femeninos,Australia,0,AUS,2020,tokyo
Tenis,dobles femeninos,Ucrania,0,UKR,2020,tokyo
Tenis,dobles femeninos,Estados Unidos de America,0,USA,2020,tokyo
Tenis,dobles femeninos,Australia,0,AUS,2020,tokyo
Tenis,dobles femeninos,Espana,0,ESP,2020,tokyo
Tenis,dobles femeninos,Paises Bajos,0,NED,2020,tokyo
Tenis,dobles femeninos,Francia,0,FRA,2020,tokyo
Tenis,dobles femeninos,Italia,0,ITA,2020,tokyo
Tenis,dobles femeninos,Espana,0,ESP,2020,tokyo
Tenis,dobles femeninos,Rumania,0,ROU,2020,tokyo
Tenis,dobles femeninos,Republica Checa,0,CZE,2020,tokyo
Tenis,dobles femeninos,Republica Popular China,0,CHN,2020,tokyo
Tenis,dobles femeninos,Japon,0,JPN,2020,tokyo
Tenis,dobles femeninos,Chinese Taipei,0,TPE,2020,tokyo
Tenis,dobles femeninos,Canada,0,CAN,2020,tokyo
Tenis,dobles femeninos,Republica Popular China,0,CHN,2020,tokyo
Tenis,dobles femeninos,Alemania,0,GER,2020,tokyo
Tenis,dobles femeninos,Francia,0,FRA,2020,tokyo
Tenis,dobles femeninos,Japon,0,JPN,2020,tokyo
Tenis,dobles femeninos,Chinese Taipei,0,TPE,2020,tokyo
Tenis,dobles femeninos,Serbia,0,SRB,2020,tokyo
Tenis,dobles femeninos,Polonia,0,POL,2020,tokyo
Tenis,dobles femeninos,Estados Unidos de America,0,USA,2020,tokyo
Tenis,dobles femeninos,Belgica,0,BEL,2020,tokyo
Tenis,dobles femeninos,India,0,IND,2020,tokyo
Tenis,dobles femeninos,Mexico,0,MEX,2020,tokyo
Tenis,dobles femeninos,Latvia,0,LAT,2020,tokyo
Tenis,dobles femeninos,Ucrania,0,UKR,2020,tokyo
Tenis,dobles masculinos,Croacia,Gold,CRO,2020,tokyo
Tenis,dobles masculinos,Croacia,Silver,CRO,2020,tokyo
Tenis,dobles masculinos,Nueva Zelanda,Bronze,NZL,2020,tokyo
Tenis,dobles masculinos,Estados Unidos de America,0,USA,2020,tokyo
Tenis,dobles masculinos,Colombia,0,COL,2020,tokyo
Tenis,dobles masculinos,Reino Unido,0,REU,2020,tokyo
Tenis,dobles masculinos,Japon,0,JPN,2020,tokyo
Tenis,dobles masculinos,Alemania,0,GER,2020,tokyo
Tenis,dobles masculinos,Francia,0,FRA,2020,tokyo
Tenis,dobles masculinos,Eslovaquia,0,SVK,2020,tokyo
Tenis,dobles masculinos,Paises Bajos,0,NED,2020,tokyo
Tenis,dobles masculinos,Alemania,0,GER,2020,tokyo
Tenis,dobles masculinos,Austria,0,AUT,2020,tokyo
Tenis,dobles masculinos,Reino Unido,0,REU,2020,tokyo
Tenis,dobles masculinos,Italia,0,ITA,2020,tokyo
Tenis,dobles masculinos,Estados Unidos de America,0,USA,2020,tokyo
Tenis,dobles masculinos,Espana,0,ESP,2020,tokyo
Tenis,dobles masculinos,Argentina,0,ARG,2020,tokyo
Tenis,dobles masculinos,Kazajistan,0,KAZ,2020,tokyo
Tenis,dobles masculinos,Espana,0,ESP,2020,tokyo
Tenis,dobles masculinos,Japon,0,JPN,2020,tokyo
Tenis,dobles masculinos,Brasil,0,BRA,2020,tokyo
Tenis,dobles masculinos,Bielorrusia,0,BLR,2020,tokyo
